report_month,dept_name,ward_code,service,budget_allocated,actual_spend,revenue_collected,outstanding_debt,payment_rate,data_source
30-04-2023,WASTE MANAGEMENT,Ward-12,Electricity,13976597,5576048,2134662,8065474,74.9,FIN_SYS_B
30-04-2023,WASTE MANAGEMENT,Ward-13,Rates,12206714,12051430,10314535,5990922,88.9,FIN_SYS_A
30-04-2023,WASTE MANAGEMENT,Ward-14,Water,8778594,23435540,23861754,693170,78.8,MANUAL_UPLOAD
30-04-2023,WASTE MANAGEMENT,Ward-15,Refuse,5012981,5559172,17163682,1984618,65.8,MANUAL_UPLOAD
30-04-2023,waste management,Ward-16,Electricity,20144888,12631374,16948883,1489216,93.7,MANUAL_UPLOAD
30-04-2023,waste management,Ward-17,Refuse,22164748,20328842,8467335,1688816,94.2,MANUAL_UPLOAD
30-04-2023,WASTE MANAGEMENT,Ward-18,Water,11290887,24858430,20064290,4997135,72.1,MANUAL_UPLOAD
30-04-2023,WASTE MANAGEMENT,Ward-19,Rates,18127590,15153901,13900284,8475868,67.3,FIN_SYS_A
30-04-2023,WASTE MANAGEMENT,Ward-20,Water,12682631,11979869,14801899,2900495,88.1,FIN_SYS_B
30-04-2023,WASTE MANAGEMENT,Ward-21,Rates,12437526,22092618,5760356,3935128,73.0,MANUAL_UPLOAD
30-04-2023,WASTE MANAGEMENT,Ward-22,Water,14824946,7159895,22115136,3649243,72.2,FIN_SYS_B
30-04-2023,waste management,Ward-23,Refuse,23817559,15909930,5092026,4801097,96.2,FIN_SYS_A
30-04-2023,waste management,Ward-24,Electricity,25884916,29218605,7668443,4153370,56.8,MANUAL_UPLOAD
30-04-2023,waste management,Ward-25,Refuse,8285629,10433190,23297219,6095951,59.3,FIN_SYS_B
30-04-2023,waste management,Ward-26,Electricity,9836102,24556669,23191749,2494892,53.4,FIN_SYS_B
30-04-2023,waste management,Ward-27,Refuse,19810120,28978772,2274887,1798521,89.3,MANUAL_UPLOAD
30-04-2023,waste management,Ward-28,Rates,25318948,5321590,12983538,7516533,98.2,MANUAL_UPLOAD
30-04-2023,waste management,Ward-29,Electricity,23627232,14786845,20731314,5895537,92.6,MANUAL_UPLOAD
30-04-2023,WASTE MANAGEMENT,Ward-30,Refuse,10111287,16510233,6804875,1930313,50.8,FIN_SYS_A
30-04-2023,ROADS & TRANSPORT,Ward-1,Refuse,8489160,21632142,23083474,8190112,83.5,FIN_SYS_A
30-04-2023,roads & transport,Ward-2,Water,14661919,22832570,11696075,1690214,51.1,FIN_SYS_A
30-04-2023,ROADS & TRANSPORT,Ward-3,Water,10393673,23107305,3988167,461561,70.0,MANUAL_UPLOAD
30-04-2023,ROADS & TRANSPORT,Ward-4,Electricity,25447122,6120801,11113955,7268228,75.2,FIN_SYS_A
30-04-2023,ROADS & TRANSPORT,Ward-5,Electricity,23770140,11340668,20039855,5904358,53.1,FIN_SYS_A
30-04-2023,ROADS & TRANSPORT,Ward-6,Refuse,19861603,19126712,18103568,7043794,76.3,FIN_SYS_A
30-04-2023,ROADS & TRANSPORT,Ward-7,Electricity,24135033,21950617,10602532,3152794,96.7,FIN_SYS_A
30-04-2023,ROADS & TRANSPORT,Ward-8,Rates,22474157,26818684,17271576,4419783,96.5,FIN_SYS_A
30-04-2023,roads & transport,Ward-9,Water,24702338,15681045,19346499,1427137,57.1,FIN_SYS_B
30-04-2023,roads & transport,Ward-10,Electricity,7105713,22815120,12458648,7342234,59.6,MANUAL_UPLOAD
30-04-2023,roads & transport,Ward-11,Water,17862904,4719850,10582471,2858962,56.7,MANUAL_UPLOAD
30-04-2023,roads & transport,Ward-12,Water,16938732,24897254,11857033,2126182,83.7,FIN_SYS_B
30-04-2023,ROADS & TRANSPORT,Ward-13,Rates,14452755,5377181,21275754,1043429,92.5,FIN_SYS_B
30-04-2023,ROADS & TRANSPORT,Ward-14,Water,14727660,10507351,9825714,1887011,67.6,FIN_SYS_B
30-04-2023,roads & transport,Ward-15,Rates,23115260,12403834,16217471,2687336,95.1,FIN_SYS_A
30-04-2023,roads & transport,Ward-16,Water,10710185,23896097,11763814,4930295,72.1,FIN_SYS_A
30-04-2023,roads & transport,Ward-17,Refuse,17660768,27142184,20551709,7587175,76.4,FIN_SYS_B
30-04-2023,ROADS & TRANSPORT,Ward-18,Water,21455105,19526672,23202946,439630,66.0,FIN_SYS_A
30-04-2023,ROADS & TRANSPORT,Ward-19,Electricity,16447602,24293203,19720354,6758933,70.7,FIN_SYS_A
30-04-2023,ROADS & TRANSPORT,Ward-20,Water,22041954,11512353,18771996,1038828,77.1,FIN_SYS_B
30-04-2023,ROADS & TRANSPORT,Ward-21,Rates,16383421,16163005,8415318,5310738,94.9,FIN_SYS_A
30-04-2023,roads & transport,Ward-22,Refuse,23604490,26190141,23914908,527148,69.4,MANUAL_UPLOAD
30-04-2023,roads & transport,Ward-23,Refuse,5785448,13107288,11958475,5663982,59.2,MANUAL_UPLOAD
30-04-2023,ROADS & TRANSPORT,Ward-24,Water,24652534,28265478,6999770,6787115,54.2,MANUAL_UPLOAD
30-04-2023,roads & transport,Ward-25,Electricity,17135272,11067321,15213965,6324763,91.9,MANUAL_UPLOAD
30-04-2023,ROADS & TRANSPORT,Ward-26,Rates,20381813,29682828,20246569,515497,57.1,MANUAL_UPLOAD
30-04-2023,roads & transport,Ward-27,Electricity,15406302,27332401,14140265,5378355,88.5,MANUAL_UPLOAD
30-04-2023,roads & transport,Ward-28,Water,21095688,15291173,22287849,2527785,88.0,FIN_SYS_A
30-04-2023,ROADS & TRANSPORT,Ward-29,Refuse,21735175,12751014,21824125,8565193,70.2,MANUAL_UPLOAD
30-04-2023,roads & transport,Ward-30,Refuse,5154555,28387751,2620129,4128268,73.2,MANUAL_UPLOAD
30-04-2023,housing,Ward-1,Rates,25830569,9577537,17731132,4576585,96.6,FIN_SYS_A
30-04-2023,housing,Ward-2,Refuse,10534612,15541783,8052858,1081237,53.1,FIN_SYS_A
30-04-2023,housing,Ward-3,Electricity,18923498,12263515,21162709,1724840,58.1,FIN_SYS_B
30-04-2023,housing,Ward-4,Rates,11984661,5759272,23052033,327513,95.7,MANUAL_UPLOAD
30-04-2023,housing,Ward-5,Rates,25133128,23084278,20011814,5941786,57.8,MANUAL_UPLOAD
30-04-2023,HOUSING,Ward-6,Electricity,25928927,12614749,2819542,4383093,91.4,FIN_SYS_B
30-04-2023,HOUSING,Ward-7,Refuse,25453107,24245649,16763465,6468303,65.1,FIN_SYS_B
30-04-2023,housing,Ward-8,Electricity,21637583,6484783,16781072,8912617,74.7,FIN_SYS_B
30-04-2023,housing,Ward-9,Rates,24582531,26370026,9902935,4585699,89.6,FIN_SYS_A
30-04-2023,HOUSING,Ward-10,Water,23921634,12321279,19794771,3632383,86.7,FIN_SYS_A
30-04-2023,housing,Ward-11,Rates,12175111,10996644,15692296,4343266,55.4,MANUAL_UPLOAD
30-04-2023,housing,Ward-12,Rates,5460761,29596100,6983176,4372528,98.1,MANUAL_UPLOAD
30-04-2023,housing,Ward-13,Refuse,15802522,17207109,21595480,6180171,59.8,FIN_SYS_A
30-04-2023,HOUSING,Ward-14,Electricity,9062812,24292141,11956331,2156626,61.5,FIN_SYS_A
30-04-2023,HOUSING,Ward-15,Refuse,7289968,8597040,20639639,5706902,59.9,MANUAL_UPLOAD
30-04-2023,housing,Ward-16,Rates,6102618,23374013,8133247,6678170,76.0,FIN_SYS_B
30-04-2023,HOUSING,Ward-17,Rates,18305329,6867080,13704755,314109,68.7,FIN_SYS_A
30-04-2023,HOUSING,Ward-18,Water,8480811,6486032,5506910,5695151,98.1,FIN_SYS_A
30-04-2023,HOUSING,Ward-19,Electricity,5232380,23762112,12314450,8845844,53.5,FIN_SYS_A
30-04-2023,housing,Ward-20,Rates,12525082,26765114,3489419,812224,80.5,MANUAL_UPLOAD
30-04-2023,housing,Ward-21,Water,23092063,4376126,12195147,871788,52.6,FIN_SYS_A
30-04-2023,housing,Ward-22,Refuse,10218064,6360718,3714346,1983552,88.0,MANUAL_UPLOAD
30-04-2023,housing,Ward-23,Rates,19833361,17037538,12810637,312838,63.3,MANUAL_UPLOAD
30-04-2023,housing,Ward-24,Electricity,23354736,6534253,23938182,5307374,97.1,FIN_SYS_B
30-04-2023,HOUSING,Ward-25,Refuse,24937932,6607630,23042346,1495107,69.4,FIN_SYS_B
30-04-2023,housing,Ward-26,Refuse,6566885,11054189,18225715,7126900,69.2,FIN_SYS_A
30-04-2023,housing,Ward-27,Refuse,16817456,27232560,13693619,5064530,72.2,FIN_SYS_A
30-04-2023,HOUSING,Ward-28,Water,17105655,10107029,17741880,1384188,61.1,FIN_SYS_B
30-04-2023,HOUSING,Ward-29,Water,7890223,20476952,3138316,5330235,92.9,FIN_SYS_A
30-04-2023,housing,Ward-30,Water,11557793,29426555,21267918,7257771,71.0,FIN_SYS_A
30-04-2023,ADMINISTRATION,Ward-1,Electricity,8257062,20476346,21826244,3880097,69.8,MANUAL_UPLOAD
30-04-2023,administration,Ward-2,Electricity,17198491,18253588,17989780,3166569,76.7,MANUAL_UPLOAD
30-04-2023,ADMINISTRATION,Ward-3,Rates,9459479,14154082,12162299,2919096,91.9,MANUAL_UPLOAD
30-04-2023,ADMINISTRATION,Ward-4,Electricity,19647615,26057533,5587048,5358848,80.1,FIN_SYS_A
30-04-2023,ADMINISTRATION,Ward-5,Water,16534364,22553635,14372356,1550299,65.0,MANUAL_UPLOAD
30-04-2023,ADMINISTRATION,Ward-6,Electricity,21528259,28742526,6250444,5740000,91.1,FIN_SYS_A
30-04-2023,administration,Ward-7,Rates,16353780,17145682,19345820,7998406,51.6,FIN_SYS_A
30-04-2023,ADMINISTRATION,Ward-8,Electricity,12075018,28610284,22341374,7016472,71.6,FIN_SYS_B
30-04-2023,administration,Ward-9,Water,8634490,12113612,5218086,1597530,62.3,FIN_SYS_B
30-04-2023,administration,Ward-10,Refuse,22179859,23012950,6760155,4317935,90.8,FIN_SYS_A
30-04-2023,ADMINISTRATION,Ward-11,Refuse,24687497,23774650,10772085,5458029,97.2,FIN_SYS_A
30-04-2023,ADMINISTRATION,Ward-12,Rates,25157082,9826659,13478084,2809698,83.7,MANUAL_UPLOAD
30-04-2023,ADMINISTRATION,Ward-13,Water,11035350,4214710,19452705,960363,55.2,MANUAL_UPLOAD
30-04-2023,administration,Ward-14,Water,10102802,22761958,5512818,7865698,51.5,FIN_SYS_A
30-04-2023,ADMINISTRATION,Ward-15,Electricity,21266239,8016163,2190370,2749008,86.6,MANUAL_UPLOAD
30-04-2023,administration,Ward-16,Refuse,5961323,19342863,12985757,1721956,80.7,MANUAL_UPLOAD
30-04-2023,administration,Ward-17,Refuse,11309982,4302229,6383051,8985312,82.5,FIN_SYS_A
30-04-2023,ADMINISTRATION,Ward-18,Water,8565875,16266831,18990579,6341937,64.8,MANUAL_UPLOAD
30-04-2023,ADMINISTRATION,Ward-19,Rates,11993682,25012963,11801344,7296331,97.0,FIN_SYS_B
30-04-2023,administration,Ward-20,Water,13700398,15207738,2445785,8024618,63.0,FIN_SYS_B
30-04-2023,ADMINISTRATION,Ward-21,Electricity,15832588,6837572,15703727,2121737,53.8,FIN_SYS_B
30-04-2023,administration,Ward-22,Rates,23126973,24579064,21491397,5397102,90.0,FIN_SYS_B
30-04-2023,administration,Ward-23,Refuse,19109739,15245551,5649980,7055462,53.4,MANUAL_UPLOAD
30-04-2023,administration,Ward-24,Water,16944119,7144084,10049343,4429723,88.4,FIN_SYS_A
30-04-2023,ADMINISTRATION,Ward-25,Refuse,21630214,5381747,9905476,5319352,78.0,FIN_SYS_B
30-04-2023,ADMINISTRATION,Ward-26,Refuse,24314151,21045350,15694906,3613514,92.8,FIN_SYS_B
30-04-2023,administration,Ward-27,Refuse,20270474,10649006,13232280,1686034,89.3,FIN_SYS_B
30-04-2023,ADMINISTRATION,Ward-28,Water,23380632,20512765,3854631,2171616,56.6,FIN_SYS_A
30-04-2023,ADMINISTRATION,Ward-29,Electricity,8116789,7479224,13108012,5726273,83.0,FIN_SYS_A
30-04-2023,ADMINISTRATION,Ward-30,Refuse,6106937,16265228,6721694,2423955,72.4,MANUAL_UPLOAD
31-05-2023,WATER SERVICES,Ward-1,Water,8705870,15361016,15115470,2141457,53.8,MANUAL_UPLOAD
31-05-2023,water services,Ward-2,Electricity,22126577,16689440,4648665,2328773,90.4,MANUAL_UPLOAD
31-05-2023,WATER SERVICES,Ward-3,Electricity,25598634,11148591,7788895,4281426,67.8,MANUAL_UPLOAD
31-05-2023,WATER SERVICES,Ward-4,Water,14517184,5786940,2037321,7082385,82.8,FIN_SYS_B
31-05-2023,water services,Ward-5,Water,6177483,8074438,13257701,4996223,75.3,FIN_SYS_B
31-05-2023,WATER SERVICES,Ward-6,Rates,15971609,28677755,16005050,7862169,61.1,FIN_SYS_A
31-05-2023,WATER SERVICES,Ward-7,Refuse,19107802,4758628,10225609,4661949,98.3,FIN_SYS_A
31-05-2023,water services,Ward-8,Refuse,5494743,8722994,3737944,7507509,82.0,FIN_SYS_B
31-05-2023,WATER SERVICES,Ward-9,Water,19032836,4890977,17543078,2751087,57.1,FIN_SYS_A
31-05-2023,WATER SERVICES,Ward-10,Electricity,7470605,16671770,15116219,5596221,86.7,MANUAL_UPLOAD
31-05-2023,WATER SERVICES,Ward-11,Refuse,25738286,27245898,12864756,7904123,68.1,MANUAL_UPLOAD
31-05-2023,WATER SERVICES,Ward-12,Rates,11296343,6325228,15235120,6160871,54.0,MANUAL_UPLOAD
31-05-2023,water services,Ward-13,Water,5785943,25282951,3363325,4757172,95.9,FIN_SYS_B
31-05-2023,WATER SERVICES,Ward-14,Rates,7637934,13394688,20021108,3103784,86.0,FIN_SYS_A
31-05-2023,WATER SERVICES,Ward-15,Rates,19289532,22809298,18185119,4322045,97.8,FIN_SYS_A
31-05-2023,WATER SERVICES,Ward-16,Electricity,15365268,23602771,14336513,2866903,82.6,FIN_SYS_A
31-05-2023,water services,Ward-17,Rates,15708967,9151655,14914991,6507038,65.7,MANUAL_UPLOAD
31-05-2023,water services,Ward-18,Rates,4967752,6534962,21053643,2912960,51.1,MANUAL_UPLOAD
31-05-2023,WATER SERVICES,Ward-19,Electricity,16170598,24852179,12897793,3520155,90.4,MANUAL_UPLOAD
31-05-2023,WATER SERVICES,Ward-20,Electricity,7483337,15084709,22394450,528869,97.8,FIN_SYS_B
31-05-2023,water services,Ward-21,Electricity,11951726,11337455,21261909,5120294,96.4,FIN_SYS_B
31-05-2023,water services,Ward-22,Water,19942857,13993936,16101788,3788734,98.1,FIN_SYS_A
31-05-2023,water services,Ward-23,Refuse,4506309,14177801,15967757,3111580,71.4,MANUAL_UPLOAD
31-05-2023,WATER SERVICES,Ward-24,Rates,19780125,27724529,4959837,1962618,58.1,FIN_SYS_B
31-05-2023,WATER SERVICES,Ward-25,Water,9146813,7580946,12333227,7852797,62.5,FIN_SYS_A
31-05-2023,water services,Ward-26,Water,14877472,15142608,23232303,538319,70.3,FIN_SYS_B
31-05-2023,WATER SERVICES,Ward-27,Refuse,18024417,20097598,14376464,8258063,73.9,FIN_SYS_B
31-05-2023,WATER SERVICES,Ward-28,Rates,24033251,23591540,14593869,1822970,54.5,MANUAL_UPLOAD
31-05-2023,WATER SERVICES,Ward-29,Refuse,21002546,4726132,11738128,3254466,58.7,MANUAL_UPLOAD
31-05-2023,WATER SERVICES,Ward-30,Electricity,15335018,8670300,6248493,2643667,87.7,MANUAL_UPLOAD
31-05-2023,ELECTRICITY,Ward-1,Water,11697019,7678943,17132942,591476,63.4,FIN_SYS_B
31-05-2023,ELECTRICITY,Ward-2,Refuse,12970505,15284268,13948817,8449180,56.4,FIN_SYS_B
31-05-2023,electricity,Ward-3,Electricity,6181159,6599311,18945344,6251803,58.2,FIN_SYS_A
31-05-2023,ELECTRICITY,Ward-4,Electricity,13267636,11349717,17831899,4954772,60.8,FIN_SYS_B
31-05-2023,ELECTRICITY,Ward-5,Electricity,11765087,5710922,11133128,7364371,85.8,MANUAL_UPLOAD
31-05-2023,electricity,Ward-6,Rates,7266186,15463702,14600705,8386244,73.2,MANUAL_UPLOAD
31-05-2023,ELECTRICITY,Ward-7,Water,7622687,21940031,17179694,2457296,85.1,MANUAL_UPLOAD
31-05-2023,ELECTRICITY,Ward-8,Refuse,24190843,18469901,22459467,7971035,50.7,MANUAL_UPLOAD
31-05-2023,electricity,Ward-9,Rates,21595235,16153808,12361032,7064781,59.0,MANUAL_UPLOAD
31-05-2023,electricity,Ward-10,Water,7100613,7370608,13784162,5232771,59.1,MANUAL_UPLOAD
31-05-2023,electricity,Ward-11,Rates,12008209,24056623,20089577,4707689,50.1,MANUAL_UPLOAD
31-05-2023,ELECTRICITY,Ward-12,Refuse,25886984,9213804,18417401,5266869,89.2,MANUAL_UPLOAD
31-05-2023,electricity,Ward-13,Water,14322736,16362491,15947023,4171308,61.1,FIN_SYS_A
31-05-2023,ELECTRICITY,Ward-14,Refuse,20255036,13784706,22594327,1084832,89.6,MANUAL_UPLOAD
31-05-2023,electricity,Ward-15,Water,17216731,6828485,5147864,3728242,60.0,MANUAL_UPLOAD
31-05-2023,electricity,Ward-16,Refuse,8028546,11501353,16592186,7643249,87.7,MANUAL_UPLOAD
31-05-2023,ELECTRICITY,Ward-17,Refuse,23864625,19565546,9667455,1214469,70.4,FIN_SYS_B
31-05-2023,ELECTRICITY,Ward-18,Water,8476803,15478879,11775085,1520560,74.7,FIN_SYS_B
31-05-2023,ELECTRICITY,Ward-19,Rates,14432435,9983789,5393461,6066559,87.2,MANUAL_UPLOAD
31-05-2023,ELECTRICITY,Ward-20,Electricity,25708964,14508066,5421740,6748314,82.8,FIN_SYS_A
31-05-2023,electricity,Ward-21,Rates,11767383,26200762,2226925,7658774,65.7,MANUAL_UPLOAD
31-05-2023,ELECTRICITY,Ward-22,Refuse,6463750,18743172,17855137,2616550,86.6,FIN_SYS_A
31-05-2023,electricity,Ward-23,Electricity,18876528,12211565,14831437,2867498,97.5,FIN_SYS_B
31-05-2023,electricity,Ward-24,Rates,6546520,13737255,19210621,4449882,62.4,FIN_SYS_A
31-05-2023,electricity,Ward-25,Electricity,21974644,14313787,12328934,2794495,70.8,FIN_SYS_A
31-05-2023,electricity,Ward-26,Refuse,18260191,19754673,5934112,3744176,76.8,MANUAL_UPLOAD
31-05-2023,electricity,Ward-27,Rates,12912576,7683492,5659760,8481272,98.1,FIN_SYS_A
31-05-2023,electricity,Ward-28,Rates,10669885,28527328,23562461,1203629,58.7,FIN_SYS_B
31-05-2023,electricity,Ward-29,Electricity,5197329,23705369,10676442,6734409,56.9,FIN_SYS_A
31-05-2023,ELECTRICITY,Ward-30,Water,5365810,8119962,5509937,4747269,64.1,FIN_SYS_A
31-05-2023,waste management,Ward-1,Water,15894836,13782008,12768550,2679148,88.8,FIN_SYS_B
31-05-2023,waste management,Ward-2,Refuse,24445727,13585848,2998430,7879351,64.7,FIN_SYS_B
31-05-2023,waste management,Ward-3,Water,20251852,12269589,12779287,5234022,56.3,FIN_SYS_B
31-05-2023,waste management,Ward-4,Rates,9479920,24328087,7107149,5522669,53.9,MANUAL_UPLOAD
31-05-2023,WASTE MANAGEMENT,Ward-5,Rates,11810537,20526472,10366820,1352998,74.9,FIN_SYS_A
31-05-2023,waste management,Ward-6,Electricity,8503247,22789471,10369669,5699111,93.9,MANUAL_UPLOAD
31-05-2023,WASTE MANAGEMENT,Ward-7,Water,7595551,16452383,22038257,370818,98.4,MANUAL_UPLOAD
31-05-2023,waste management,Ward-8,Rates,20679469,22445347,20714418,7886923,55.7,FIN_SYS_B
31-05-2023,waste management,Ward-9,Refuse,25942297,29700390,3602067,5812454,79.4,MANUAL_UPLOAD
31-05-2023,WASTE MANAGEMENT,Ward-10,Water,9382934,19614158,8105809,8141144,60.5,MANUAL_UPLOAD
31-05-2023,WASTE MANAGEMENT,Ward-11,Refuse,24553124,25570606,2029678,903383,80.6,FIN_SYS_B
31-05-2023,WASTE MANAGEMENT,Ward-12,Rates,10777123,22562857,17099038,3164728,57.4,MANUAL_UPLOAD
31-05-2023,WASTE MANAGEMENT,Ward-13,Water,11693553,27697321,8120388,451152,56.6,MANUAL_UPLOAD
31-05-2023,WASTE MANAGEMENT,Ward-14,Refuse,20271560,19227022,18681810,2233482,81.7,FIN_SYS_B
31-05-2023,WASTE MANAGEMENT,Ward-15,Electricity,6402138,13803973,14365126,308842,87.8,MANUAL_UPLOAD
31-05-2023,WASTE MANAGEMENT,Ward-16,Rates,24640249,15687535,5220792,3264319,96.9,FIN_SYS_A
31-05-2023,waste management,Ward-17,Rates,12092326,10284694,18172961,7754246,85.6,FIN_SYS_B
31-05-2023,WASTE MANAGEMENT,Ward-18,Water,22991346,24613390,13117499,400741,68.0,MANUAL_UPLOAD
31-05-2023,waste management,Ward-19,Electricity,20887227,11785405,21842544,5145050,97.9,FIN_SYS_A
31-05-2023,waste management,Ward-20,Rates,12837244,7782586,2780672,8317691,66.8,FIN_SYS_B
31-05-2023,waste management,Ward-21,Electricity,23452307,16043586,19773369,4315635,89.2,MANUAL_UPLOAD
31-05-2023,WASTE MANAGEMENT,Ward-22,Refuse,19911401,14020253,20215519,6359934,87.5,FIN_SYS_B
31-05-2023,WASTE MANAGEMENT,Ward-23,Refuse,8897072,6079551,19918260,5584754,58.8,MANUAL_UPLOAD
31-05-2023,waste management,Ward-24,Water,24128521,9756375,13423544,8747201,96.7,MANUAL_UPLOAD
31-05-2023,waste management,Ward-25,Electricity,8713307,21645141,10314106,3185775,66.5,FIN_SYS_B
31-05-2023,waste management,Ward-26,Electricity,17364311,6371283,23060037,1507453,82.3,FIN_SYS_A
31-05-2023,waste management,Ward-27,Water,16043674,24343087,10833018,702484,96.6,FIN_SYS_A
31-05-2023,WASTE MANAGEMENT,Ward-28,Refuse,4876098,6972750,5728760,6530841,91.5,MANUAL_UPLOAD
31-05-2023,WASTE MANAGEMENT,Ward-29,Rates,7003831,4659405,8165609,6761719,97.3,FIN_SYS_B
31-05-2023,WASTE MANAGEMENT,Ward-30,Refuse,9351067,11491342,4242245,5749194,89.0,FIN_SYS_B
31-05-2023,ROADS & TRANSPORT,Ward-1,Water,20806953,6648937,18766650,913522,87.4,FIN_SYS_A
31-05-2023,roads & transport,Ward-2,Refuse,16310358,20755440,3504185,770568,95.8,MANUAL_UPLOAD
31-05-2023,ROADS & TRANSPORT,Ward-3,Rates,23391448,14954045,7134777,6221507,88.8,MANUAL_UPLOAD
31-05-2023,ROADS & TRANSPORT,Ward-4,Electricity,20007118,14778808,12888194,5809946,98.7,MANUAL_UPLOAD
31-05-2023,ROADS & TRANSPORT,Ward-5,Water,24055914,29398087,4260307,2514975,65.7,MANUAL_UPLOAD
31-05-2023,roads & transport,Ward-6,Water,19649866,22235037,7949604,4682661,88.6,FIN_SYS_A
31-05-2023,roads & transport,Ward-7,Water,19972088,28413586,4741019,7028702,75.6,FIN_SYS_B
31-05-2023,ROADS & TRANSPORT,Ward-8,Refuse,14611233,19402145,10480244,3523807,70.7,FIN_SYS_A
31-05-2023,roads & transport,Ward-9,Rates,12431027,8745679,4029251,1032564,86.4,FIN_SYS_B
31-05-2023,ROADS & TRANSPORT,Ward-10,Electricity,8187979,22830490,4869718,8230600,57.9,MANUAL_UPLOAD
31-05-2023,ROADS & TRANSPORT,Ward-11,Rates,25792155,4313370,15208596,3158780,90.1,FIN_SYS_B
31-05-2023,roads & transport,Ward-12,Water,21003560,15623559,8071443,3052433,88.3,FIN_SYS_A
31-05-2023,roads & transport,Ward-13,Rates,7691488,20662878,3079243,2066139,75.0,FIN_SYS_A
31-05-2023,roads & transport,Ward-14,Water,20346478,27793846,8206546,2300564,68.4,MANUAL_UPLOAD
31-05-2023,ROADS & TRANSPORT,Ward-15,Refuse,8361646,24089008,4296930,1263207,68.1,FIN_SYS_B
31-05-2023,roads & transport,Ward-16,Electricity,8446495,12457979,16924540,6595489,95.8,FIN_SYS_A
31-05-2023,roads & transport,Ward-17,Electricity,16320717,8120686,22226284,4723961,54.5,FIN_SYS_A
31-05-2023,ROADS & TRANSPORT,Ward-18,Water,15740317,24860983,11530897,7397141,55.4,FIN_SYS_B
31-05-2023,ROADS & TRANSPORT,Ward-19,Rates,18748194,23278843,3338145,429103,85.3,FIN_SYS_B
31-05-2023,roads & transport,Ward-20,Rates,24348960,22325688,12824443,737759,74.4,FIN_SYS_A
31-05-2023,ROADS & TRANSPORT,Ward-21,Water,6493193,21134553,23209233,8070824,76.7,MANUAL_UPLOAD
31-05-2023,roads & transport,Ward-22,Water,18822540,14784792,9901804,8805303,81.8,MANUAL_UPLOAD
31-05-2023,ROADS & TRANSPORT,Ward-23,Rates,14685423,5251373,9854068,3703825,52.0,MANUAL_UPLOAD
31-05-2023,roads & transport,Ward-24,Water,22716902,15696337,18733828,7371209,89.9,MANUAL_UPLOAD
31-05-2023,roads & transport,Ward-25,Rates,25693277,13832615,2162926,2559647,83.8,MANUAL_UPLOAD
31-05-2023,roads & transport,Ward-26,Water,14387186,29061032,20710008,1275148,70.9,MANUAL_UPLOAD
31-05-2023,ROADS & TRANSPORT,Ward-27,Water,21774513,23908638,16351939,7131318,89.7,FIN_SYS_A
31-05-2023,ROADS & TRANSPORT,Ward-28,Rates,8497834,19873387,4375300,4166306,69.4,MANUAL_UPLOAD
31-05-2023,roads & transport,Ward-29,Refuse,19681689,4088489,3274638,3750751,95.5,FIN_SYS_A
31-05-2023,roads & transport,Ward-30,Rates,15685919,18138118,5903480,5977892,50.1,FIN_SYS_B
31-05-2023,HOUSING,Ward-1,Electricity,7407163,28653140,10073422,3782488,70.3,FIN_SYS_A
31-05-2023,HOUSING,Ward-2,Refuse,25045289,29074819,10406483,2415227,92.5,FIN_SYS_B
31-05-2023,housing,Ward-3,Electricity,7557141,18772078,13910677,6913521,80.1,MANUAL_UPLOAD
31-05-2023,HOUSING,Ward-4,Rates,24710936,7765149,7214523,1150113,88.4,FIN_SYS_A
31-05-2023,HOUSING,Ward-5,Electricity,23887392,6770292,21021291,627660,75.7,FIN_SYS_B
31-05-2023,housing,Ward-6,Water,21710345,9432774,4266862,8796306,61.6,FIN_SYS_A
31-05-2023,housing,Ward-7,Refuse,23926098,19905675,6432697,8182130,94.0,FIN_SYS_B
31-05-2023,HOUSING,Ward-8,Electricity,18254878,15659098,23292545,8289182,98.6,FIN_SYS_B
31-05-2023,HOUSING,Ward-9,Rates,7964106,8685948,14933846,7316345,51.3,FIN_SYS_A
31-05-2023,housing,Ward-10,Electricity,10904925,20746566,3283380,470494,68.0,MANUAL_UPLOAD
31-05-2023,housing,Ward-11,Water,11555601,10854369,8321598,7160275,56.4,FIN_SYS_B
31-05-2023,housing,Ward-12,Electricity,4874652,16803853,23294266,5169959,93.8,FIN_SYS_B
31-05-2023,housing,Ward-13,Refuse,7402732,9078877,22931400,1881552,86.9,MANUAL_UPLOAD
31-05-2023,housing,Ward-14,Electricity,5297587,8641842,22616342,1315869,91.9,MANUAL_UPLOAD
31-05-2023,housing,Ward-15,Rates,18816418,17693582,16724938,5985687,51.1,FIN_SYS_B
31-05-2023,HOUSING,Ward-16,Refuse,8873788,7018949,5518957,2525113,78.6,FIN_SYS_A
31-05-2023,housing,Ward-17,Rates,16892494,17549468,12236430,610951,97.4,FIN_SYS_A
31-05-2023,HOUSING,Ward-18,Electricity,15769560,17266739,3186015,8333577,65.7,MANUAL_UPLOAD
31-05-2023,housing,Ward-19,Refuse,6419409,15208080,10187278,1188003,62.5,MANUAL_UPLOAD
31-05-2023,HOUSING,Ward-20,Water,15292306,6315627,16501790,1720434,76.9,FIN_SYS_A
31-05-2023,housing,Ward-21,Refuse,11139988,22906593,12532686,2370088,67.8,FIN_SYS_B
31-05-2023,HOUSING,Ward-22,Water,24613224,9166894,13570704,6963728,94.0,FIN_SYS_B
